IRLS CTD Data CSV Export. (Version 1.0)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2204,"The purpose of this dive is to examine the 200m platform, prepare both subassemblies for recovery, and recover the PIA.",2022-08-10 20:30:00,2022-08-11 00:50:00

CTD Measurments:
Timestamp,Latitude,Longitude,Depth(m),Heading,Pitch(deg),Roll(deg),Altitude(m),Speed(knots),Conductivity(Sm),Temperature(C),Pressure (dbar),Oxygen (ml/l),Salinity (PSU),v0,v1,v2,v3,v4,v5
2022-08-10 20:30:01,-250580223403.17978,10259065279677.984,0.81,316.08,-0.05,2.27,0,0,0.5683,17.3996,-0.139,3.99,3.6567,1.8373,0.0002,0.0002,0,5,0
2022-08-10 20:30:02,-250580223403.17978,10259065279677.984,0.81,315.18,-0.41,1.89,0,0,0.56227,17.3972,-0.145,4.01,3.6155,1.844,0.0003,0,0.0001,5,0
2022-08-10 20:30:03,-250580223403.17978,10259065279677.984,0.81,314.08,0.13,1.55,0,0,0.52984,17.3967,-0.138,4.02,3.3933,1.8433,0.0004,0.0001,0,5,0.0001
2022-08-10 20:30:04,-250580223403.17978,10259065279677.984,0.8,312.59,0.21,1.52,0,0,0.49473,17.3982,-0.135,3.99,3.154,1.8332,0.0001,0.0001,0.0001,5,0.0002
2022-08-10 20:30:05,-250580223403.17978,10259065279677.984,0.8,310.85,0.26,1.74,0,0,0.47742,17.4013,-0.134,3.97,3.0363,1.8256,0.0002,0.0001,0,5,0.0001
2022-08-10 20:30:06,-250580223403.17978,10259065279677.984,0.8,308.41,0.33,1.91,0,0,0.49505,17.4046,-0.14,3.95,3.1557,1.8187,0.0002,0,0,5,0.0001
2022-08-10 20:30:07,-250580223403.17978,10259065279677.984,0.8,306.08,0.2,1.79,0,0,0.53385,17.4073,-0.131,3.93,3.4199,1.8131,0.0003,0.0001,0.0001,5,0.0001
2022-08-10 20:30:08,-250580223403.17978,10259065279677.984,0.8,303.71,0.06,1.44,0,0,0.52753,17.4085,-0.145,3.92,3.3767,1.811,0.0003,0.0001,0.0001,5,0
2022-08-10 20:30:09,-250580223403.17978,10259065279677.984,0.79,301.41,0.78,1.25,0,0,0.48425,17.4096,-0.134,3.91,3.082,1.8043,0.0001,0.0001,0,5,0.0001
2022-08-10 20:30:10,-250580223403.17978,10259065279677.984,0.8,298.58,0.15,1.45,0,0,0.46147,17.4116,-0.148,3.9,2.9277,1.8022,0,0.0001,0,5,0.0003
2022-08-10 20:30:11,-250580223403.17978,10259065279677.984,0.8,296.66,0.07,1.93,0,0,0.50376,17.414,-0.137,3.89,3.2142,1.8012,0.0002,0,0.0001,5,0.0001
2022-08-10 20:30:12,-250580223403.17978,10259065279677.984,0.8,293.73,0.14,2.23,0,0,0.53236,17.4147,-0.138,3.88,3.4091,1.7996,0,0.0001,0,5,0.0001
2022-08-10 20:30:13,-250580223403.17978,10259065279677.984,0.8,291.69,0.04,2.33,0,0,0.52958,17.4134,-0.136,3.87,3.3903,1.7934,0.0003,0,0,5,0.0002
2022-08-10 20:30:14,-250580223403.17978,10259065279677.984,0.81,288.86,0,2.14,0,0,0.50874,17.4121,-0.134,3.82,3.2482,1.7765,0.0001,0.0001,0.0001,5,0.0003
2022-08-10 20:30:15,-250580223403.17978,10259065279677.984,0.81,287.11,-0.26,1.8,0,0,0.48715,17.4123,-0.143,3.77,3.1015,1.7582,0.0002,0.0001,0,5,0.0002
2022-08-10 20:30:16,-250580223403.17978,10259065279677.984,0.8,284.44,-0.49,1.39,0,0,0.46712,17.4134,-0.133,3.73,2.9658,1.7431,0.0004,0.0001,0.0001,5,0.0001
2022-08-10 20:30:17,-250580223403.17978,10259065279677.984,0.8,282.71,-0.21,1.44,0,0,0.45343,17.4151,-0.141,3.69,2.8732,1.7303,0.0003,0.0001,0,5,0.0001
2022-08-10 20:30:18,-250580223403.17978,10259065279677.984,0.8,279.83,0.43,1.92,0,0,0.43399,17.4171,-0.144,3.65,2.7421,1.7161,0.0001,0.0002,0.0001,5,0.0001
2022-08-10 20:30:19,-250580223403.17978,10259065279677.984,0.8,277.2,0.8,2.12,0,0,0.4328,17.419,-0.139,3.61,2.734,1.7017,0.0002,0.0001,0.0002,5,0
2022-08-10 20:30:20,-250580223403.17978,10259065279677.984,0.8,274.58,0.46,1.92,0,0,0.46868,17.4203,-0.136,3.57,2.9758,1.6905,0.0002,0.0001,0.0001,5,0
2022-08-10 20:30:21,-250580223403.17978,10259065279677.984,0.79,272.06,-0.09,1.51,0,0,0.49612,17.4202,-0.138,3.56,3.1618,1.6872,0.0002,0,0.0001,5,0.0001
2022-08-10 20:30:22,-250580223403.17978,10259065279677.984,0.8,269.83,-0.65,1.43,0,0,0.49886,17.4185,-0.138,3.56,3.1805,1.6882,0.0003,0.0002,0,5,0
2022-08-10 20:30:24,-250580223403.17978,10259065279677.984,0.78,265.41,-0.29,1.77,0,0,0.45656,17.416,-0.132,3.52,2.8942,1.6733,0.0001,0.0002,0.0002,5,0.0002
2022-08-10 20:30:25,-250580223403.17978,10259065279677.984,0.79,263.07,-0.02,1.55,0,0,0.43635,17.4163,-0.141,3.5,2.7581,1.6642,0.0003,0.0002,0.0001,5,0.0001
2022-08-10 20:30:26,-250580223403.17978,10259065279677.984,0.8,260.75,0.07,1.3,0,0,0.42619,17.4173,-0.142,3.47,2.6897,1.6535,0.0002,0.0002,0.0001,5,0
